"What platform did you last ""read"" Homestuck on (including active rereads)?"
On a desktop computer (Windows)
On a mobile device
On a mobile device
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
""
On a desktop computer (Windows)
""
On a mobile device
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a mobile device
""
On a mobile device
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a mobile device
""
""
On a desktop computer (Linux/other)
""
On a desktop computer (Linux/other)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Mac)
""
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Mac)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
""
On a mobile device
On a desktop computer (Mac)
On a desktop computer (Windows)
On a desktop computer (Mac)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
""
On a desktop computer (Windows)
""
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Mac)
On a desktop computer (Windows)
On a mobile device
""
On a desktop computer (Windows)
""
""
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Linux/other)
""
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a mobile device
On a desktop computer (Windows)
On a desktop computer (Windows)
On a mobile device
On a desktop computer (Windows)
On a mobile device
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a mobile device
On a mobile device
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a mobile device
On a mobile device
On a mobile device
On a desktop computer (Windows)
""
On a desktop computer (Windows)
On a desktop computer (Windows)
On a mobile device
On a desktop computer (Windows)
On a mobile device
On a desktop computer (Windows)
""
On a desktop computer (Linux/other)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Linux/other)
On a desktop computer (Windows)
""
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
""
On a desktop computer (Windows)
""
""
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a mobile device
On a mobile device
""
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Linux/other)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
""
On a desktop computer (Windows)
On a desktop computer (Mac)
On a mobile device
""
On a desktop computer (Windows)
On a desktop computer (Mac)
""
On a desktop computer (Windows)
On a mobile device
On a desktop computer (Windows)
On a mobile device
On a mobile device
On a desktop computer (Windows)
On a mobile device
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a mobile device
""
On a desktop computer (Windows)
On a mobile device
On a desktop computer (Windows)
On a desktop computer (Mac)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a mobile device
On a mobile device
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
""
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
""
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
""
On a desktop computer (Windows)
On a desktop computer (Windows)
Microsoft edge on my xbox :)
On a desktop computer (Windows)
""
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Mac)
On a desktop computer (Windows)
""
nintendo switch on youtube
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Mac)
On a desktop computer (Windows)
"New nintendo 3DS XL ""nOw WitH MOre Ram"""
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Linux/other)
On a desktop computer (Windows)
""
On a desktop computer (Windows)
On a mobile device
""
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a mobile device
On a desktop computer (Windows)
On a desktop computer (Windows)
""
On a mobile device
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
Apple TV YouTube
On a desktop computer (Windows)
psychical book
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a mobile device
On a desktop computer (Windows)
""
On a mobile device
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a mobile device
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a mobile device
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a mobile device
On a mobile device
On a mobile device
On a mobile device
On a desktop computer (Windows)
On a desktop computer (Windows)
""
""
On a mobile device
Books
""
""
""
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a mobile device
On a desktop computer (Mac)
On a mobile device
On a desktop computer (Mac)
""
On a desktop computer (Windows)
"Multiple, including laptop computer"
On a desktop computer (Linux/other)
On a desktop computer (Windows)
On a desktop computer (Windows)
""
On a mobile device
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a mobile device
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
""
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
""
On a desktop computer (Windows)
On a desktop computer (Windows)
""
On a mobile device
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a mobile device
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Mac)
On a mobile device
I've never read Homestuck
On a desktop computer (Windows)
""
On a mobile device
On a desktop computer (Windows)
On a mobile device
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a mobile device
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Linux/other)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a mobile device
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
""
On a desktop computer (Windows)
On a desktop computer (Linux/other)
On a mobile device
On a desktop computer (Windows)
""
On a desktop computer (Windows)
On a mobile device
On a desktop computer (Windows)
On a mobile device
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
""
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a mobile device
On a mobile device
On a mobile device
""
On a mobile device
Dick Jade
On a desktop computer (Windows)
On a mobile device
On a mobile device
On a mobile device
On a desktop computer (Mac)
""
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
""
On a desktop computer (Windows)
On a desktop computer (Mac)
On a desktop computer (Windows)
On a mobile device
On a mobile device
""
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Mac)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a mobile device
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Mac)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a mobile device
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
""
On a mobile device
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Mac)
On a desktop computer (Windows)
On a desktop computer (Mac)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
Physical Book
On a mobile device
On a mobile device
On a desktop computer (Windows)
""
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Mac)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Mac)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Mac)
On a desktop computer (Linux/other)
On a desktop computer (Windows)
On a desktop computer (Windows)
""
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
""
On a desktop computer (Mac)
On a desktop computer (Windows)
On a desktop computer (Mac)
""
""
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
""
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
""
On a desktop computer (Windows)
On a desktop computer (Windows)
On a mobile device
On a desktop computer (Windows)
On a desktop computer (Windows)
On a mobile device
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Mac)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
chromebook
On a desktop computer (Windows)
On a desktop computer (Windows)
On a mobile device
On a desktop computer (Windows)
On a mobile device
On a desktop computer (Windows)
On a desktop computer (Windows)
""
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
""
""
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Mac)
On a desktop computer (Windows)
On a desktop computer (Linux/other)
On a desktop computer (Linux/other)
On a desktop computer (Windows)
On a mobile device
On a desktop computer (Windows)
On a desktop computer (Windows)
""
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
""
On a desktop computer (Windows)
On a desktop computer (Windows)
On a mobile device
""
On a desktop computer (Mac)
On a mobile device
On a desktop computer (Windows)
On a mobile device
On a desktop computer (Windows)
On a desktop computer (Windows)
On a mobile device
""
On a desktop computer (Windows)
On a desktop computer (Windows)
On a mobile device
On a desktop computer (Windows)
""
On a desktop computer (Windows)
On a desktop computer (Windows)
""
On a desktop computer (Windows)
""
On a desktop computer (Windows)
On a mobile device
""
On a desktop computer (Windows)
On a desktop computer (Windows)
On a mobile device
Laptop
On a desktop computer (Mac)
On a desktop computer (Windows)
On a desktop computer (Mac)
On a mobile device
On a desktop computer (Windows)
""
""
On a desktop computer (Windows)
On a desktop computer (Linux/other)
""
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Linux/other)
On a mobile device
On a mobile device
On a mobile device
On a desktop computer (Linux/other)
On a desktop computer (Windows)
On a mobile device
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a mobile device
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a mobile device
""
""
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
""
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Mac)
On a desktop computer (Mac)
On a desktop computer (Windows)
On a mobile device
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a mobile device
""
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
""
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Linux/other)
On a mobile device
On a desktop computer (Windows)
""
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
""
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Mac)
On a desktop computer (Windows)
On a desktop computer (Mac)
""
On a desktop computer (Windows)
On a mobile device
On a desktop computer (Windows)
On a mobile device
On a desktop computer (Windows)
On a desktop computer (Windows)
""
On a desktop computer (Linux/other)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a mobile device
""
On a desktop computer (Windows)
On a desktop computer (Windows)
On a mobile device
""
""
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a mobile device
""
On a desktop computer (Windows)
""
On a desktop computer (Windows)
On a desktop computer (Windows)
On a mobile device
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a mobile device
""
multiple devices
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
On a desktop computer (Windows)
""
On a desktop computer (Windows)
""
""
On a desktop computer (Windows)
