"How many times have you ""read"" Homestuck?"
3.0
3.0
2.0
2.0
""
1.0
3.0
1.0
2.0
2.0
2.0
""
3.0
4.0
1.0
""
2.0
3.0
2.0
2.0
""
""
2.0
""
2.0
2.0
3.0
2.0
3.0
4.0
20.0
1.0
""
5.0
""
""
3.0
5.0
""
5.0
1.0
2.0
1.0
""
""
4.0
2.0
1.0
""
3.0
2.0
1.0
""
""
2.0
""
5.0
""
1.0
""
1.0
2.0
2.0
2.0
1.0
""
1.0
2.0
5.0
""
""
1.0
1.0
6.0
1.0
""
2.0
3.0
4.0
1.0
1.0
1.0
2.0
1.0
2.0
2.0
2.0
4.0
1.0
7.0
1.0
3.0
1.0
1.0
2.0
1.0
1.0
""
2.0
2.0
3.0
3.0
""
""
4.0
1.0
4.0
3.0
4.0
""
3.0
3.0
1.0
3.0
4.0
1.5
1.0
""
""
2.0
""
2.0
""
""
""
3.0
1.0
2.0
2.0
1.0
3.0
""
5.0
1.0
1.0
""
2.0
1.0
8.0
1.0
""
""
1.0
3.0
3.0
2.0
4.0
4.0
2.0
1.0
""
2.0
1.0
""
2.0
2.0
1.0
1.0
3.0
4.0
4.0
2.0
2.0
3.0
""
2.0
""
2.0
2.0
2.0
1.0
3.0
4.0
1.0
1.0
4.0
""
""
1.0
2.0
3.0
4.0
13.0
3.0
3.0
4.0
1.0
1.0
2.0
3.0
1.0
3.0
""
2.0
2.0
""
5.0
""
""
3.0
1.0
2.0
""
2.0
3.0
2.0
2.0
20.0
1.0
1.0
2.0
2.0
""
1.0
1.0
2.0
5.0
1.0
""
1.0
1.0
2.0
1.0
1.0
3.0
""
1.0
3.0
1.0
2.0
1.0
""
2.0
1.0
3.0
5.0
1.0
""
2.0
5.0
3.0
1.2
""
""
5.0
3.0
7.0
4.0
2.0
8.0
3.0
""
3.0
4.0
1.5
4.0
""
1.0
2.0
3.0
1.0
4.0
3.0
""
""
6.0
""
""
3.0
""
""
2.0
3.0
3.0
3.0
5.0
2.0
3.0
3.0
2.0
""
2.0
""
""
3.0
""
6.0
2.0
""
1.0
1.0
3.0
""
""
2.0
1.0
1.0
3.0
""
""
5.0
1.0
1.0
3.0
2.0
1.0
3.0
""
""
1.0
4.0
""
1.0
7.0
2.0
""
2.0
""
4.0
1.0
3.0
""
""
""
3.0
2.0
2.0
2.0
1.0
""
""
""
""
""
8.0
2.0
2.0
1.0
1.0
""
15.0
2.0
""
3.0
3.0
""
2.0
1.0
1.0
3.0
2.0
4.0
""
2.0
2.0
""
2.0
""
""
4.0
3.0
""
1.0
""
2.0
3.0
1.0
1.0
3.0
""
""
""
10.0
""
""
70.0
3.0
15.0
""
2.0
2.0
2.0
1.0
2.0
""
3.0
1.0
""
1.0
1.0
2.0
1.0
2.0
""
2.0
""
4.0
""
""
2.0
3.0
4.0
2.0
6.0
""
1.0
""
1.0
3.0
2.0
2.0
3.0
2.0
1.0
3.0
""
3.0
3.0
2.0
2.0
1.0
5.0
1.0
3.0
3.0
5.0
""
2.0
3.0
3.0
""
""
""
2.0
1.0
2.0
""
4.0
1.0
""
3.5
""
3.0
2.0
""
3.0
1.0
1.0
2.5
2.0
""
2.0
8.0
5.0
6.0
3.0
2.0
5.0
6.0
2.0
4.0
1.0
5.0
4.0
3.0
2.5
3.0
3.0
""
1.0
16.0
5.0
3.0
1.0
1.0
2.0
4.0
4.0
11.0
2.0
1.0
""
""
2.0
2.0
1.0
8.0
3.0
2.0
1.0
1.0
2.0
1.0
2.0
4.0
4.0
""
1.0
""
""
""
1.0
1.0
""
2.0
""
1.0
""
2.0
5.0
1.0
""
""
2.0
2.0
2.0
2.0
2.0
3.0
1.0
2.0
1.0
""
3.0
""
3.0
3.0
2.0
1.0
4.0
""
8.0
1.0
1.0
""
1.0
""
3.0
3.0
4.0
2.0
1.0
10.0
1.0
""
""
2.0
2.0
1.0
""
2.0
1.0
""
3.0
""
3.0
""
2.0
4.0
""
10.0
2.0
""
""
2.0
1.0
1.0
1.0
""
""
1.0
3.0
""
2.0
1.0
8.0
4.0
1.0
3.0
3.0
5.0
1.0
1.0
""
1.0
5.0
1.0
""
3.0
2.0
1.0
""
3.0
""
3.0
""
""
""
3.0
1.0
2.0
1.0
""
1.0
2.0
2.0
3.0
4.0
""
2.0
1.0
1.0
""
2.0
""
""
1.0
5.0
3.0
2.0
16.0
1.0
""
1.0
5.0
2.0
""
""
2.0
""
""
1.0
2.0
""
""
1.0
""
5.0
""
2.0
3.0
""
1.0
1.0
2.0
3.0
""
2.0
2.0
1.0
50.0
""
""
1.0
2.0
4.0
9.0
1.0
""
1.0
5.0
2.0
""
2.0
2.0
2.0
""
1.0
3.0
""
1.0
2.0
3.0
5.0
1.0
""
1.0
""
2.0
""
3.0
1.0
12.0
1.0
""
2.0
""
""
2.0
2.0
4.0
""
3.0
""
2.0
3.0
1.0
2.0
3.0
1.0
3.0
1.0
""
""
1.0
3.0
1.0
""
""
""
1.0
""
10.0
""
""
3.0
""
""
1.0
""
3.0
1.0
6.0
1.0
""
1.0
3.0
1.0
2.0
""
1.0
1.0
3.0
3.0
4.0
5.0
2.0
""
""
""
""
2.0
6.0
2.0
""
1.0
1.0
2.0
2.0
1.0
4.0
1.0
""
5.0
2.0
3.0
4.0
3.0
1.0
""
5.0
1.0
1.0
""
2.0
1.0
2.0
""
""
2.0
4.0
""
3.0
""
2.0
3.0
""
2.0
""
5.0
""
120.0
2.0
""
5.0
""
2.0
1.0
3.0
1.0
2.0
""
3.0
""
3.0
2.0
3.0
""
1.0
3.0
""
2.0
1.0
""
""
10.0
3.0
1.0
1.0
""
""
""
1.0
1.0
3.0
4.0
""
""
3.0
""
1.0
5.0
4.0
2.0
2.0
7.0
3.0
""
""
""
2.0
1.0
3.0
2.0
""
""
3.0
2.0
4.0
""
3.0
1.0
1.0
2.0
5.0
4.0
2.0
2.0
4.0
3.0
""
4.0
7.0
2.0
1.0
6.0
1.0
2.0
200.0
""
""
2.0
5.0
3.0
""
1.0
1.0
2.0
5.0
""
2.0
10.0
1.0
""
""
1.0
1.5
1.0
2.0
2.0
2.0
4.0
2.0
12.0
1.0
1.0
1.0
1.0
5.0
""
2.0
1.0
2.0
20.0
3.0
3.0
2.0
2.0
4.0
2.0
2.0
2.0
""
""
2.0
1.0
""
1.0
3.0
3.0
20.0
1.0
1.0
3.0
3.0
1.0
2.0
1.0
3.0
""
3.0
2.0
7.0
1.0
1.0
4.0
""
2.0
7.0
""
5.0
1.0
1.0
1.0
3.0
2.0
""
2.0
5.0
3.0
1.0
""
3.0
""
1.0
5.0
2.0
1.0
""
2.0
2.0
2.0
1.0
""
2.0
""
9.0
2.0
4.0
2.0
1.5
""
2.0
12.0
1.0
3.0
""
""
""
3.0
5.0
2.0
1.0
""
""
1.0
2.0
2.0
3.0
4.5
2.0
1.0
3.0
""
3.0
2.0
2.0
2.0
3.0
2.0
4.0
2.0
""
1.0
2.0
2.0
2.0
""
3.0
""
2.7
""
""
""
""
2.0
1.0
2.0
1.0
2.0
5.0
""
2.0
2.0
""
""
1.0
""
1.0
2.0
""
2.0
""
""
1.0
1.5
1.0
3.0
3.0
""
1.0
2.0
2.0
3.0
3.0
""
""
""
3.0
""
""
3.0
3.0
3.0
3.0
1.0
1.0
6.0
5.0
""
1.0
3.0
2.0
""
1.0
2.0
""
2.0
1.0
""
2.0
2.0
1.0
1.0
1.0
3.0
14.0
""
""
5.0
1.0
2.0
""
9.0
1.0
4.0
""
2.0
3.0
4.0
3.0
2.0
""
1.0
1.0
3.0
""
3.0
2.0
""
2.0
1.0
3.0
1.0
3.0
1.0
6.0
2.0
3.0
3.0
5.0
2.0
1.0
5.0
""
5.0
6.0
4.0
""
""
2.0
3.0
1.0
11.0
2.0
""
4.0
""
""
1.0
12.0
""
1.0
""
2.0
1.0
1.0
""
""
1.0
1.0
3.0
2.0
2.0
2.0
1.0
""
1.5
2.0
3.0
3.0
1.0
""
1.0
2.0
1.5
2.0
""
2.0
4.0
2.0
1.0
""
3.0
2.0
4.0
2.0
1.0
5.0
3.0
1.0
""
2.0
4.0
1.0
2.0
4.0
""
2.0
1.0
1.0
1.0
""
""
1.0
""
1.0
1.0
""
""
""
""
1.0
2.0
9.0
4.0
6.0
2.0
""
""
2.0
""
""
1.0
2.0
2.0
""
""
3.0
3.0
1.0
2.0
""
""
1.0
3.0
""
""
2.0
2.0
""
1.0
2.0
1.0
11.0
1.0
3.0
5.0
""
2.0
""
2.0
3.0
3.0
2.0
""
2.0
3.0
""
4.0
""
2.0
""
7.0
""
""
10.0
""
3.0
3.0
2.0
2.0
2.0
""
1.0
2.0
5.0
3.0
""
""
""
3.0
1.852
""
2.0
6.0
""
2.0
""
7.0
1.0
1.0
1.0
3.0
""
3.0
2.0
""
7.0
""
""
""
2.0
2.0
""
8.0
""
1.0
2.0
3.0
3.0
1.25
""
""
2.0
1.0
""
7.0
1.0
1.0
3.0
""
1.0
4.0
6.0
6.0
""
""
6.0
1.0
""
3.0
4.0
3.0
2.0
""
2.0
2.0
1.0
1.0
""
""
1.0
""
1.0
3.0
""
1.0
""
""
2.0
3.0
1.0
6.0
""
2.0
""
3.0
3.0
""
""
""
3.0
4.0
""
2.0
2.0
3.0
2.0
1.0
""
1.0
2.0
50.0
""
2.0
1.0
3.0
1.0
2.0
2.0
4.0
3.0
""
2.0
3.0
2.0
2.0
3.0
2.0
3.0
1.0
5.0
3.0
3.0
2.0
""
2.0
4.0
2.0
""
2.0
1.0
2.0
6.0
""
3.0
1.0
3.0
1.0
""
""
""
1.0
6.0
""
2.0
1.0
8.0
1.0
5.0
1.0
2.0
1.0
""
3.0
""
1.0
""
3.0
2.0
5.0
""
9.0
1.0
8.0
""
2.0
2.0
1.0
1.0
2.0
""
4.0
2.0
5.0
""
""
2.0
3.0
""
3.0
2.0
2.0
3.0
""
1.5
1.0
2.0
4.0
1.0
2.0
4.0
""
""
""
1.0
2.0
1.2
1.0
""
3.0
""
2.0
""
1.0
""
2.0
2.0
2.0
2.0
""
""
""
2.0
""
4.0
6.0
3.0
""
32.0
1.0
4.0
2.0
1.0
5.0
3.0
1.0
7.0
4.0
""
""
1.0
""
""
3.0
1.0
2.0
""
""
1.0
2.0
2.0
2.0
1.0
""
5.0
2.0
1.0
1.0
""
""
""
3.0
""
2.0
2.0
1.0
4.0
4.0
""
8.0
3.0
""
1.0
3.0
3.0
""
""
1.0
""
1.0
2.0
2.0
25.0
3.0
""
2.0
3.0
1.0
3.0
1.0
""
""
""
4.0
""
""
3.0
""
2.0
3.0
4.0
1.0
1.0
2.0
3.0
""
4.0
2.0
""
1.0
""
1.0
4.0
15.0
1.0
4.0
1.0
3.0
3.0
1.0
1.0
1.0
4.0
1.0
2.0
""
1.0
2.0
3.0
2.0
3.0
2.0
8.0
""
4.0
2.0
1.0
""
""
3.0
4.0
2.0
3.0
2.0
4.0
2.0
5.0
7.0
6.0
3.0
""
1.0
""
2.0
12.0
""
1.0
12.0
""
5.0
3.0
1.0
""
""
""
4.0
11.0
2.0
""
3.0
1.0
1.0
""
""
4.0
1.0
""
2.0
""
3.0
3.0
""
3.0
3.0
1.0
2.0
""
17.0
3.0
""
1.0
""
2.0
""
""
3.0
2.0
2.0
10.0
""
4.0
3.0
3.0
1.0
1.0
2.0
5.0
1.0
""
3.0
3.0
4.0
3.0
""
2.0
""
2.0
""
""
3.0
""
""
3.0
""
""
3.0
3.0
2.0
3.0
1.0
1.0
1.0
1.0
3.0
2.0
""
4.0
3.0
2.0
1.0
""
""
1.0
""
1.0
""
30.0
2.0
1.0
2.0
""
4.0
""
""
1.0
2.0
1.0
4.0
""
""
""
1.0
2.0
2.0
3.0
1.0
2.0
2.0
3.0
1.0
""
3.0
1.0
1.0
5.0
1.0
1.0
""
6.0
3.0
2.0
2.0
2.0
1.0
""
3.0
""
2.0
2.0
""
3.0
2.0
8.0
2.0
""
2.0
1.0
1.0
6.0
1.0
2.0
3.0
""
7.0
2.0
""
3.0
2.0
""
1.5
2.0
3.0
""
1.0
""
100.0
""
1.0
""
2.0
5.0
5.0
2.0
1.0
5.0
2.0
""
2.0
""
2.0
3.0
""
1.0
""
""
3.0
1.0
1.0
3.0
""
1.0
2.0
""
4.0
3.0
2.0
2.0
1.0
1.0
""
""
""
""
""
4.0
2.0
""
1.0
2.0
""
""
4.0
1.0
5.0
""
""
2.0
1.0
""
3.0
3.0
1.0
2.0
3.0
34.0
""
""
""
3.0
""
2.0
1.0
3.0
""
1.0
2.0
""
4.0
""
""
1.0
""
1.0
""
1.0
""
1.0
1.0
1.0
""
""
1.0
2.0
4.0
1.0
1.0
3.0
2.0
""
3.0
3.0
1.0
2.0
2.0
""
3.0
""
1.0
1.0
10.0
""
2.0
2.0
2.0
2.0
4.0
3.0
""
1.0
3.0
1.0
""
""
""
2.0
1.0
1.0
5.0
2.0
3.0
1.0
2.0
1.0
""
1.0
4.0
2.0
1.0
""
""
1.0
2.0
3.0
1.0
""
4.0
""
1.0
""
1.0
2.0
2.0
1.0
2.0
5.0
""
2.0
2.0
3.0
5.0
1.0
1.0
1.0
""
4.0
3.0
2.0
2.0
""
1.0
1.0
2.0
1.0
1.0
3.0
""
""
1.0
6.0
2.0
1.5
3.0
1.0
1.0
3.0
4.0
4.0
1.0
3.0
""
2.0
3.0
3.0
""
3.0
1.0
1.0
1.0
""
""
5.0
1.0
4.0
1.0
""
""
3.0
2.0
1.0
""
3.0
1.0
6.0
""
""
1.0
1.0
5.0
2.0
""
4.0
4.0
3.0
2.0
""
5.0
1.0
2.0
""
""
3.0
""
1.0
2.0
5.0
""
6.0
2.0
""
20.0
""
1.0
3.0
2.0
""
""
""
2.5
1.0
2.0
3.0
2.0
5.0
5.0
""
2.0
""
3.0
3.5
1.0
3.0
1.0
3.0
""
2.0
4.0
5.0
""
""
5.0
""
2.0
1.0
""
2.0
4.0
2.0
""
""
2.0
""
3.0
3.0
1.5
1.0
2.0
1.0
""
""
1.0
20.0
5.0
2.0
5.0
1.0
2.0
3.0
1.0
""
""
2.0
1.0
2.0
1.0
2.0
1.5
1.0
1.0
1.0
2.0
2.0
2.0
2.0
2.0
3.0
2.0
""
3.0
""
2.0
""
""
1.0
1.0
3.0
2.0
2.0
1.0
1.0
""
4.0
4.0
2.0
3.0
4.0
2.0
1.0
3.0
""
2.0
3.0
1.0
2.0
2.0
2.0
1.0
1.0
4.0
4.0
1.0
1.0
5.0
""
4.0
4.0
""
2.0
""
""
1.0
""
""
""
""
2.0
2.0
5.0
1.0
2.0
""
""
5.0
1.0
2.0
1.0
3.0
20.0
2.0
1.0
2.0
""
""
6.0
2.0
""
3.0
1.0
12.0
3.0
2.0
2.0
""
3.0
""
2.0
2.0
2.0
2.0
2.0
""
4.0
3.0
7.0
5.0
1.0
5.0
""
""
1.0
""
3.0
3.0
1.0
1.0
""
5.0
2.0
1.0
3.0
2.0
2.0
3.0
2.0
""
2.0
2.0
""
""
2.0
""
""
4.0
2.0
4.0
2.0
1.0
3.0
2.0
1.0
""
2.0
4.0
4.0
1.0
2.0
3.0
1.0
1.0
3.0
""
1.0
4.0
2.0
1.0
1.0
""
3.0
""
4.0
2.0
3.0
2.0
1.0
""
2.0
1.0
""
1.0
2.0
1.0
5.0
1.2
""
""
1.0
1.0
""
2.0
1.0
2.0
3.0
1.0
2.0
2.0
""
2.0
5.0
2.0
2.5
1.0
1.0
""
2.0
2.0
1.0
3.0
2.0
""
""
""
""
2.0
1.0
3.0
4.0
1.0
2.0
""
4.0
""
""
""
""
""
2.0
12.0
2.0
1.0
4.0
10.0
2.0
2.0
""
1.0
2.0
1.0
6.0
3.0
1.0
""
6.0
""
3.0
1.0
1.0
""
3.0
1.0
4.0
1.0
""
5.0
2.0
1.0
2.0
1.0
1.0
1.0
2.0
""
2.0
""
6.0
2.0
""
2.5
2.0
""
1.0
6.0
3.0
1.0
4.0
1.0
1.0
1.0
1.0
4.0
5.0
3.0
""
""
2.0
1.0
""
""
1.0
7.0
1.0
4.0
1.0
2.0
4.0
3.0
2.0
2.0
""
""
3.0
5.0
2.0
2.0
2.0
5.0
""
2.0
4.0
4.0
""
3.0
4.0
1.0
2.0
""
2.0
7.0
4.0
1.0
1.0
3.0
""
""
1.0
3.0
2.0
7.0
1.0
""
5.0
""
3.0
""
""
2.0
1.0
3.0
3.0
""
2.0
""
1.5
2.0
4.0
""
3.0
""
""
1.0
""
1.0
2.0
1.0
1.5
""
3.0
""
2.0
24.0
""
""
1.0
5.0
4.0
""
1.0
5.0
1.0
1.0
3.0
2.0
3.0
""
2.0
3.0
2.0
""
""
2.5
""
2.0
4.0
1.0
""
""
""
""
1.0
1.0
9.0
2.0
1.0
1.0
1.5
1.0
22.0
3.0
""
6.0
1.0
3.0
56.0
1.0
5.0
""
1.0
2.0
4.0
2.0
7.0
4.0
1.0
4.0
1.0
1.0
3.0
2.0
2.0
45.0
""
3.0
2.0
""
1.0
""
1.0
2.0
3.0
2.0
11.0
""
""
1.0
4.0
2.0
""
4.0
3.0
2.0
18.0
1.0
3.0
""
1.0
1.5
2.0
""
1.0
3.0
1.0
4.0
1.0
28.0
""
1.0
4.0
3.0
1.0
""
3.0
2.0
""
1.0
4.0
1.0
1.0
""
3.0
2.5
2.0
""
6.0
""
7.0
1.0
1.0
5.0
""
4.0
""
6.0
1.0
2.0
""
2.0
1.0
1.0
""
2.0
""
8.0
13.0
2.0
""
3.0
""
8.0
""
4.0
""
1.0
1.0
1.0
2.0
1.0
3.0
2.0
""
7.0
1.0
""
3.0
1.0
1.0
2.0
1.0
2.0
2.0
3.0
""
1.5
""
5.0
1.0
1.0
5.0
2.0
5.0
""
4.0
8.0
""
""
""
1.0
""
1.0
2.0
1.0
2.0
1.0
9.0
3.0
""
""
3.0
""
1.0
""
4.0
""
3.0
""
""
3.0
1.0
3.0
""
2.0
18.0
2.0
1.0
4.0
2.0
3.0
2.0
3.0
""
""
2.0
1.0
""
2.0
1.0
1.0
""
2.0
3.0
2.0
2.0
""
1.0
""
3.0
1.0
3.0
4.0
1.0
3.0
3.0
1.0
1.0
3.0
3.0
1.5
1.0
4.0
1.0
2.0
2.0
2.0
100.0
1.0
2.0
1.0
1.0
""
1.0
1.5
2.0
""
5.0
2.0
1.0
3.0
1.0
""
2.0
4.0
1.0
1.0
""
""
3.0
""
1.0
2.0
""
""
1.0
1.0
""
1.0
2.0
5.0
1.0
""
3.0
""
2.0
5.0
3.0
""
4.0
2.0
2.0
""
1.0
3.0
2.0
1.0
7.0
4.0
4.0
""
""
1.0
2.0
1.0
""
""
3.0
1.0
1.0
""
""
2.0
""
3.0
3.0
""
""
1.0
1.0
3.0
""
1.0
1.0
1.0
1.0
2.0
3.0
1.0
3.0
1.0
3.0
""
""
2.0
""
""
""
3.0
2.0
""
""
""
2.0
""
3.0
1.0
""
1.0
1.0
2.0
3.0
3.0
1.0
""
1.0
""
8.0
1.0
""
3.0
5.0
""
""
1.0
1.0
2.0
1.0
1.0
2.0
4.0
3.0
4.0
2.0
""
3.0
3.0
2.0
1.0
3.0
""
1.5
""
""
""
""
""
3.0
1.0
13.0
2.0
5.0
1.0
2.0
2.0
""
2.0
1.0
""
1.0
4.0
3.0
2.0
1.0
2.0
""
1.0
""
1.0
2.0
2.0
""
5.0
1.0
""
17.0
""
1.0
1.5
1.0
""
1.0
""
2.0
15.0
1.0
2.0
""
1.0
4.0
2.0
1.0
""
3.0
""
4.0
""
2.0
""
2.0
1.0
""
4.0
12.0
1.0
1.0
""
""
2.0
""
1.0
6.0
4.0
""
3.0
3.0
2.0
4.0
""
3.0
1.0
2.0
1.0
1.0
2.0
""
1.0
""
1.0
1.0
3.0
1.5
3.0
""
""
""
2.0
3.0
1.0
3.0
2.0
2.0
1.0
4.0
2.0
3.0
""
2.0
""
4.0
""
2.0
2.0
2.0
4.0
1.0
1.0
3.0
3.0
2.0
1.5
3.0
1.0
1.0
1.0
3.0
5.0
1.0
2.0
1.0
1.0
""
1.0
1.0
1.0
1.0
""
1.0
2.0
""
3.0
2.0
1.0
3.0
""
1.0
""
""
1.0
4.0
""
2.0
""
2.0
""
2.0
""
2.0
1.5
2.0
10.0
""
1.0
1.0
""
""
2.0
""
3.0
3.0
""
2.0
""
""
4.0
2.0
2.0
1.0
2.0
100.0
""
""
""
""
4.0
1.0
""
1.0
1.0
1.0
1.0
1.0
""
2.0
""
1.0
6.0
1.0
10.0
5.0
""
5.0
""
2.0
3.0
1.0
""
4.0
1.0
""
""
2.0
1.0
3.0
8.0
1.0
""
1.0
1.0
2.0
1.0
3.0
3.0
2.0
1.0
2.0
2.0
3.0
""
1.5
3.0
10.0
2.0
3.0
3.0
""
3.0
3.0
2.0
""
""
""
8.0
""
3.0
""
1.0
2.0
""
3.0
""
1.0
2.0
2.0
3.0
3.0
3.0
2.0
""
""
""
""
""
2.0
""
1.0
2.0
3.0
2.0
""
3.0
5.0
3.0
1.0
2.0
10.0
1.0
""
1.0
""
2.0
1.0
1.0
4.0
2.0
1.0
9.0
6.0
4.0
1.0
1.0
2.0
1.0
2.0
""
""
""
""
""
2.0
2.0
1.0
3.0
1.0
2.0
2.0
""
""
3.0
""
1.0
2.0
4.0
3.0
10.0
2.0
4.0
""
5.0
2.0
1.0
3.0
2.0
1.0
2.0
""
12.0
3.0
2.0
""
""
""
1.0
2.0
1.0
2.0
3.0
3.0
1.0
""
4.0
3.0
4.0
1.0
""
1.0
""
4.0
""
2.0
1.0
1.0
3.0
1.0
2.0
4.0
2.0
3.0
2.0
""
1.2
""
2.0
2.0
""
3.0
3.0
1.0
""
3.0
3.0
3.0
5.0
""
2.0
5.0
3.0
2.0
2.0
2.0
""
1.0
1.0
5.0
2.0
1.0
4.0
4.0
1.0
""
1.0
""
2.0
2.0
""
4.0
10.0
33.0
2.0
3.0
1.0
1.0
""
""
""
2.0
""
2.0
""
2.0
2.0
1.0
3.0
3.0
413.0
12.0
""
""
1.0
3.0
2.0
1.0
5.0
4.0
3.0
1.0
""
""
""
1.0
5.0
""
1.0
""
1.0
5.0
""
1.0
""
""
""
4.0
2.0
3.0
1.0
1.0
10.0
3.0
1.0
""
""
""
2.0
2.0
2.0
""
""
2.0
3.0
""
1.0
6.0
3.0
1.0
2.0
1.0
3.0
""
18.0
""
2.0
""
2.0
""
""
""
1.0
2.0
6.0
2.0
""
1.0
3.0
""
4.0
""
2.0
1.0
2.0
1.0
4.0
""
3.0
1.0
1.0
""
1.0
1.0
""
""
2.0
1.0
1.0
2.0
1.0
""
1.0
""
3.0
2.0
5.0
1.0
2.0
1.0
1.0
2.0
""
1.0
2.0
2.0
2.0
1.0
3.0
3.0
2.0
5.0
10.0
""
3.0
""
3.0
1.0
4.0
1.0
3.0
2.0
3.0
1.0
1.0
1.0
1.0
""
2.0
1.0
10.0
3.0
""
""
1.0
2.0
1.0
3.0
3.0
""
""
2.0
""
2.0
1.0
4.0
8.0
1.0
""
2.0
2.0
4.0
1.5
2.0
2.5
""
2.0
2.0
1.0
3.0
1.0
2.0
""
""
5.0
1.0
""
1.0
1.0
1.0
4.0
2.0
""
1.0
1.0
""
""
""
""
""
2.0
""
""
5.0
1.0
1.0
2.0
2.0
1.0
""
3.0
1.0
2.0
""
1.0
1.0
1.0
""
""
2.0
3.0
2.0
3.0
1.0
1.0
4.0
1.0
4.0
3.0
2.0
2.0
1.0
1.0
2.0
2.0
3.0
""
""
1.0
3.0
4.0
1.5
2.0
3.0
1.0
5.0
2.0
""
""
""
""
""
""
1.0
1.0
3.0
1.0
3.0
2.0
""
""
1.0
2.0
""
2.0
1.0
""
3.0
""
""
6.0
4.0
2.0
""
""
""
5.0
3.0
""
4.0
2.0
""
""
""
1.0
1.0
1.0
""
2.0
""
2.0
3.0
""
4.0
1.0
1.0
1.0
3.0
2.0
1.0
3.0
40.0
1.0
3.0
3.0
3.0
2.0
2.0
1.0
""
""
""
3.0
2.0
""
""
3.0
1.0
3.0
""
3.0
7.0
2.0
2.0
""
3.0
1.0
""
5.0
3.0
""
""
""
1.0
5.0
4.0
3.0
2.0
1.0
2.0
""
2.0
2.0
""
2.0
4.0
1.0
3.0
1.0
1.0
2.0
""
""
2.0
1.0
1.0
""
""
7.0
1.0
5.0
1.0
""
3.0
2.0
""
2.0
""
2.0
1.0
4.0
3.0
2.0
1.0
1.5
2.0
""
""
""
2.0
1.0
5.0
""
3.0
2.0
4.0
3.0
4.0
2.0
1.0
1.0
3.0
""
1.0
5.0
5.0
1.0
8.0
3.0
2.0
3.0
4.0
2.0
7.0
3.0
3.0
1.0
3.0
""
1.0
""
2.0
""
2.0
2.0
5.0
""
1.0
