Would you buy a physical copy of the Homestuck Soundtrack? 
Yes (CD)
No
No
No
Yes (CD)
No
Yes (CD)
No
No
""
Yes (Vinyl)
Yes (CD)
Yes (CD)
Yes (Vinyl)
Yes (CD)
Yes (Vinyl)
Yes (CD)
No
Yes (Vinyl)
""
Yes (Casette) (I don't know why I'm adding this option)
Yes (Casette) (I don't know why I'm adding this option)
Yes (CD)
Yes (Vinyl)
""
No
Yes (CD)
Yes (CD)
""
Yes (CD)
No
No
Yes (CD)
Yes (Vinyl)
Yes (Vinyl)
Yes (CD)
Yes (CD)
No
Yes (CD)
Yes (CD)
""
Yes (CD)
Yes (Vinyl)
Yes (CD)
No
Yes (Vinyl)
No
Yes (CD)
No
Yes (CD)
Yes (CD)
No
Yes (CD)
Yes (Casette) (I don't know why I'm adding this option)
Yes (CD)
No
Yes (Vinyl)
No
No
Yes (Vinyl)
Yes (Vinyl)
No
No
Yes (Vinyl)
""
Yes (CD)
No
Yes (CD)
No
Yes (CD)
No
No
Yes (CD)
No
""
Yes (CD)
Yes (Vinyl)
Yes (CD)
Yes (Vinyl)
Yes (Vinyl)
No
Yes (CD)
No
Yes (CD)
""
Yes (CD)
Yes (Vinyl)
Yes (Vinyl)
No
No
Yes (Casette) (I don't know why I'm adding this option)
Yes (CD)
Yes (Vinyl)
Yes (CD)
Yes (CD)
No
Yes (CD)
No
Yes (CD)
Yes (CD)
No
Yes (CD)
Yes (CD)
Yes (CD)
No
No
Yes (CD)
No
Yes (CD)
Yes (Vinyl)
Yes (CD)
Yes (Vinyl)
Yes (Vinyl)
No
No
Yes (Vinyl)
No
No
Yes (CD)
No
No
Yes (Vinyl)
No
No
No
No
No
Yes (Vinyl)
""
No
Yes (Vinyl)
Yes (CD)
Yes (Vinyl)
No
Yes (Vinyl)
No
Yes (Vinyl)
No
No
No
No
Yes (CD)
Yes (CD)
Yes (CD)
No
Yes (CD)
No
Yes (CD)
Yes (CD)
Yes (CD)
Yes (CD)
Yes (CD)
Yes (CD)
Yes (CD)
No
No
Yes (CD)
No
No
No
""
""
No
No
Yes (CD)
Yes (CD)
No
Yes (CD)
No
No
No
Yes (Casette) (I don't know why I'm adding this option)
No
Yes (CD)
Yes (CD)
No
Yes (Vinyl)
Yes (Vinyl)
Yes (CD)
No
Yes (CD)
Yes (Vinyl)
Yes (CD)
Yes (CD)
No
No
No
No
No
Yes (CD)
Yes (Casette) (I don't know why I'm adding this option)
Yes (Vinyl)
No
Yes (Vinyl)
No
No
Yes (CD)
Yes (CD)
Yes (CD)
Yes (CD)
No
""
Yes (Vinyl)
No
Yes (CD)
Yes (Vinyl)
Yes (Vinyl)
Yes (CD)
""
No
No
Yes (CD)
No
Yes (Vinyl)
Yes (CD)
Yes (CD)
Yes (Vinyl)
No
Yes (CD)
Yes (Vinyl)
Yes (Casette) (I don't know why I'm adding this option)
Yes (CD)
No
No
No
Yes (CD)
Yes (Vinyl)
No
No
Yes (CD)
Yes (CD)
No
Yes (CD)
Yes (CD)
No
Yes (Vinyl)
No
Yes (CD)
No
Yes (CD)
No
Yes (CD)
Yes (Vinyl)
Yes (CD)
No
Yes (CD)
No
""
Yes (CD)
Yes (Vinyl)
Yes (Vinyl)
Yes (CD)
No
Yes (Casette) (I don't know why I'm adding this option)
No
""
Yes (CD)
Yes (CD)
No
Yes (CD)
Yes (Vinyl)
Yes (Vinyl)
Yes (CD)
Yes (CD)
No
Yes (CD)
""
No
Yes (Vinyl)
No
No
Yes (Vinyl)
No
Yes (Vinyl)
Yes (Vinyl)
Yes (Vinyl)
Yes (CD)
No
Yes (Vinyl)
No
Yes (CD)
Yes (Vinyl)
Yes (Vinyl)
No
Yes (CD)
Yes (CD)
""
Yes (Vinyl)
Yes (Vinyl)
Yes (CD)
Yes (CD)
No
Yes (CD)
No
Yes (Vinyl)
Yes (CD)
Yes (CD)
Yes (CD)
Yes (CD)
No
Yes (CD)
No
Yes (CD)
No
Yes (Vinyl)
No
No
Yes (CD)
""
Yes (CD)
No
Yes (Vinyl)
Yes (CD)
Yes (CD)
Yes (CD)
Yes (CD)
Yes (Vinyl)
No
Yes (CD)
No
No
Yes (CD)
No
Yes (Vinyl)
Yes (CD)
Yes (Vinyl)
Yes (Vinyl)
""
Yes (CD)
Yes (CD)
Yes (CD)
Yes (Vinyl)
""
Yes (Vinyl)
Yes (CD)
Yes (CD)
No
Yes (Vinyl)
Yes (CD)
Yes (CD)
No
Yes (Vinyl)
Yes (Vinyl)
No
No
Yes (CD)
Yes (CD)
Yes (Vinyl)
No
No
No
No
Yes (CD)
Yes (CD)
No
