value,count,percentage
,3856,52.7
10.0,828,11.3
7.0,541,7.4
8.0,536,7.3
6.0,455,6.2
9.0,402,5.5
5.0,326,4.5
4.0,150,2.0
3.0,106,1.4
1.0,61,0.8
2.0,57,0.8
