value,count,percentage
On a desktop computer (Windows),4197,57.4
On a mobile device,1302,17.8
,1085,14.8
On a desktop computer (Mac),357,4.9
On a desktop computer (Linux/other),250,3.4
I've never read Homestuck,8,0.1
book,6,0.1
Other,113,1.5
