value,count,percentage
,4226,57.7
10.0,696,9.5
7.0,499,6.8
8.0,475,6.5
6.0,422,5.8
5.0,338,4.6
9.0,291,4.0
4.0,178,2.4
3.0,91,1.2
1.0,56,0.8
2.0,46,0.6
