value,count,percentage
Heart,918,12.5
Space,913,12.5
Light,821,11.2
,706,9.6
Time,633,8.6
Void,580,7.9
Mind,516,7.1
Breath,443,6.1
Life,417,5.7
Hope,389,5.3
Doom,342,4.7
Blood,330,4.5
Rage,310,4.2
