value,count,percentage
,3767,51.5
10.0,1047,14.3
7.0,595,8.1
8.0,585,8.0
9.0,421,5.8
6.0,385,5.3
5.0,343,4.7
4.0,92,1.3
3.0,44,0.6
1.0,29,0.4
2.0,10,0.1
