value,count,percentage
,5666,77.4
10.0,403,5.5
7.0,245,3.3
8.0,202,2.8
5.0,190,2.6
9.0,186,2.5
6.0,173,2.4
4.0,84,1.1
3.0,72,1.0
1.0,64,0.9
2.0,33,0.5
