value,count,percentage
,3343,45.7
10.0,830,11.3
7.0,794,10.8
8.0,764,10.4
6.0,552,7.5
9.0,464,6.3
5.0,356,4.9
4.0,128,1.7
3.0,38,0.5
1.0,29,0.4
2.0,20,0.3
