value,count,percentage
7.0,1491,20.4
8.0,1300,17.8
6.0,1134,15.5
10.0,795,10.9
5.0,715,9.8
4.0,541,7.4
9.0,538,7.4
3.0,340,4.6
,215,2.9
2.0,143,2.0
1.0,59,0.8
0.0,47,0.6
