value,count,percentage
,3288,44.9
6.0,640,8.7
7.0,592,8.1
5.0,576,7.9
8.0,447,6.1
4.0,385,5.3
1.0,376,5.1
3.0,306,4.2
10.0,279,3.8
2.0,234,3.2
9.0,195,2.7
